merchant,cc_num,trans_date_trans_time,amt_cop,is_fraud,trans_counter,total_amt,fraud_counter,fraud_amt,dist_card
"fraud_Schroeder, Wolff and Hermiston",3567879740649740,2020-10-05 18:17:15,30182.95877956,0,51,9783147.23084426,25,2598824.62145926,47
"fraud_Schroeder, Wolff and Hermiston",6011366578560244,2020-11-26 21:59:27,4865.19000018,1,51,9783147.23084426,25,2598824.62145926,47
"fraud_Schroeder, Wolff and Hermiston",6011366578560244,2020-12-24 16:37:11,2140.3543148000003,1,51,9783147.23084426,25,2598824.62145926,47
"fraud_Schroeder, Wolff and Hermiston",4658490815480264,2020-12-09 16:33:18,1579.879134,0,51,9783147.23084426,25,2598824.62145926,47
"fraud_Schroeder, Wolff and Hermiston",370877495212014,2020-12-04 20:38:48,512.8060725,1,51,9783147.23084426,25,2598824.62145926,47
"fraud_Schroeder, Wolff and Hermiston",4640395708703,2020-10-06 18:47:07,26140.696161059997,1,51,9783147.23084426,25,2598824.62145926,47
"fraud_Schroeder, Wolff and Hermiston",4430881574719618,2020-06-27 17:57:33,6775.044619540001,0,51,9783147.23084426,25,2598824.62145926,47
"fraud_Schroeder, Wolff and Hermiston",3540075240003197,2020-12-30 17:28:17,2094.8673599999997,1,51,9783147.23084426,25,2598824.62145926,47
"fraud_Schroeder, Wolff and Hermiston",343746486082492,2020-09-08 16:42:43,21480.63996936,0,51,9783147.23084426,25,2598824.62145926,47
"fraud_Schroeder, Wolff and Hermiston",3521417320836166,2020-09-27 20:28:45,1852.2296955000002,1,51,9783147.23084426,25,2598824.62145926,47
"fraud_Schroeder, Wolff and Hermiston",2720830304681674,2020-12-24 18:46:53,3819.70923872,1,51,9783147.23084426,25,2598824.62145926,47
"fraud_Schroeder, Wolff and Hermiston",4777065439639721,2020-08-18 12:14:15,2080230.04007908,0,51,9783147.23084426,25,2598824.62145926,47
"fraud_Schroeder, Wolff and Hermiston",4334230547694630,2020-12-07 14:38:15,6182.33111698,1,51,9783147.23084426,25,2598824.62145926,47
"fraud_Schroeder, Wolff and Hermiston",213114122496591,2020-08-09 14:26:28,3506.88822348,0,51,9783147.23084426,25,2598824.62145926,47
"fraud_Schroeder, Wolff and Hermiston",4457732997086323466,2020-12-05 20:23:01,2206736.32346388,1,51,9783147.23084426,25,2598824.62145926,47
"fraud_Schroeder, Wolff and Hermiston",213178765398315,2020-09-26 13:26:58,17974.5024537,1,51,9783147.23084426,25,2598824.62145926,47
"fraud_Schroeder, Wolff and Hermiston",3587044315915002,2020-12-28 23:55:39,1921940.3179197,0,51,9783147.23084426,25,2598824.62145926,47
"fraud_Schroeder, Wolff and Hermiston",6534628260579800,2020-08-23 22:14:30,20520.9918048,1,51,9783147.23084426,25,2598824.62145926,47
"fraud_Schroeder, Wolff and Hermiston",30175986190993,2020-08-24 17:27:42,6989.080051020001,0,51,9783147.23084426,25,2598824.62145926,47
"fraud_Schroeder, Wolff and Hermiston",3538520143479972,2020-08-07 13:41:25,1283.106258,1,51,9783147.23084426,25,2598824.62145926,47
"fraud_Schroeder, Wolff and Hermiston",30343344410970,2020-07-11 15:18:31,3449.2632996200005,0,51,9783147.23084426,25,2598824.62145926,47
"fraud_Schroeder, Wolff and Hermiston",3589289942931264,2020-12-01 17:27:10,18462.69881664,1,51,9783147.23084426,25,2598824.62145926,47
"fraud_Schroeder, Wolff and Hermiston",3589289942931264,2020-07-10 16:47:22,32192.30589378,1,51,9783147.23084426,25,2598824.62145926,47
"fraud_Schroeder, Wolff and Hermiston",30501624614310,2020-11-02 18:12:19,18950.89517958,1,51,9783147.23084426,25,2598824.62145926,47
"fraud_Schroeder, Wolff and Hermiston",4707867759656333,2020-09-28 21:16:48,19494.94221456,0,51,9783147.23084426,25,2598824.62145926,47
"fraud_Schroeder, Wolff and Hermiston",2576709887791552,2020-09-03 17:25:49,40830.96853679999,1,51,9783147.23084426,25,2598824.62145926,47
"fraud_Schroeder, Wolff and Hermiston",2576709887791552,2020-10-11 23:25:20,824.854023,1,51,9783147.23084426,25,2598824.62145926,47
"fraud_Schroeder, Wolff and Hermiston",630412733309,2020-11-03 19:55:40,1828.644633,0,51,9783147.23084426,25,2598824.62145926,47
"fraud_Schroeder, Wolff and Hermiston",4308156300921054,2020-10-25 17:15:45,508819.84555182006,0,51,9783147.23084426,25,2598824.62145926,47
"fraud_Schroeder, Wolff and Hermiston",3581130339108561,2020-12-08 20:06:07,1562.421906,0,51,9783147.23084426,25,2598824.62145926,47
"fraud_Schroeder, Wolff and Hermiston",4633065159406313,2020-12-20 14:59:32,25297.4478978,0,51,9783147.23084426,25,2598824.62145926,47
"fraud_Schroeder, Wolff and Hermiston",213163860545705,2020-11-06 18:43:36,2291211.48707218,0,51,9783147.23084426,25,2598824.62145926,47
"fraud_Schroeder, Wolff and Hermiston",4433091568498503,2020-09-04 18:46:58,16587.80170888,0,51,9783147.23084426,25,2598824.62145926,47
"fraud_Schroeder, Wolff and Hermiston",38052002992326,2020-09-06 21:55:05,2840.0855331000002,1,51,9783147.23084426,25,2598824.62145926,47
"fraud_Schroeder, Wolff and Hermiston",38052002992326,2020-06-28 23:41:28,43271.950351499996,1,51,9783147.23084426,25,2598824.62145926,47
"fraud_Schroeder, Wolff and Hermiston",4783226709001,2020-12-14 13:23:25,2029.402755,0,51,9783147.23084426,25,2598824.62145926,47
"fraud_Schroeder, Wolff and Hermiston",374821819075109,2020-10-20 15:07:14,220.3975035,0,51,9783147.23084426,25,2598824.62145926,47
"fraud_Schroeder, Wolff and Hermiston",4390966588600992777,2020-08-24 13:35:14,35398.71086328,0,51,9783147.23084426,25,2598824.62145926,47
"fraud_Schroeder, Wolff and Hermiston",6593939509150446,2020-06-26 14:01:12,999.4263030000001,0,51,9783147.23084426,25,2598824.62145926,47
"fraud_Schroeder, Wolff and Hermiston",4727244663135968,2020-07-28 21:19:04,6923.51205624,0,51,9783147.23084426,25,2598824.62145926,47
"fraud_Wintheiser, Dietrich and Schimmel",571465035400,2020-12-27 05:29:05,8608.5955575,1,64,11791085.8334309,31,6103673.2572857,62
"fraud_Wintheiser, Dietrich and Schimmel",371284424780634,2020-08-16 01:39:29,6124.7061931200005,1,64,11791085.8334309,31,6103673.2572857,62
"fraud_Wintheiser, Dietrich and Schimmel",3595192916105588,2020-11-29 21:51:36,269939.83975618,1,64,11791085.8334309,31,6103673.2572857,62
"fraud_Wintheiser, Dietrich and Schimmel",630425673344,2020-12-27 11:59:32,826117.0090695599,0,64,11791085.8334309,31,6103673.2572857,62
"fraud_Wintheiser, Dietrich and Schimmel",573860193545,2020-11-05 17:59:16,33389.36374906,0,64,11791085.8334309,31,6103673.2572857,62
"fraud_Wintheiser, Dietrich and Schimmel",630441765090,2020-07-29 07:05:11,1662.89065996,0,64,11791085.8334309,31,6103673.2572857,62
"fraud_Wintheiser, Dietrich and Schimmel",4861310130652566408,2020-10-28 01:21:13,8169.982703999999,1,64,11791085.8334309,31,6103673.2572857,62
"fraud_Wintheiser, Dietrich and Schimmel",6573561108825071,2020-12-14 10:32:36,113079.2152577,1,64,11791085.8334309,31,6103673.2572857,62
"fraud_Wintheiser, Dietrich and Schimmel",4464457352619,2020-12-21 22:51:18,1390161.33421542,1,64,11791085.8334309,31,6103673.2572857,62
"fraud_Wintheiser, Dietrich and Schimmel",2248348993063230,2020-11-22 04:24:04,12781.86841152,1,64,11791085.8334309,31,6103673.2572857,62
"fraud_Wintheiser, Dietrich and Schimmel",30561214688470,2020-07-18 18:48:46,4704.43767924,1,64,11791085.8334309,31,6103673.2572857,62
"fraud_Wintheiser, Dietrich and Schimmel",4939976756738216,2020-11-22 07:16:30,29291.781776399996,1,64,11791085.8334309,31,6103673.2572857,62
"fraud_Wintheiser, Dietrich and Schimmel",6550399784335736,2020-08-20 13:48:45,485267.18476236,0,64,11791085.8334309,31,6103673.2572857,62
"fraud_Wintheiser, Dietrich and Schimmel",3556613125071656,2020-12-01 19:15:54,30445.70045244,1,64,11791085.8334309,31,6103673.2572857,62
"fraud_Wintheiser, Dietrich and Schimmel",30131826429364,2020-11-30 06:19:25,88618.90076470001,1,64,11791085.8334309,31,6103673.2572857,62
"fraud_Wintheiser, Dietrich and Schimmel",3567879740649740,2020-10-17 11:28:30,42774.157768080004,0,64,11791085.8334309,31,6103673.2572857,62
"fraud_Wintheiser, Dietrich and Schimmel",6011367958204270,2020-10-23 04:16:47,1595336.10455816,1,64,11791085.8334309,31,6103673.2572857,62
"fraud_Wintheiser, Dietrich and Schimmel",502038091380,2020-12-23 02:05:45,29907.33548334,0,64,11791085.8334309,31,6103673.2572857,62
"fraud_Wintheiser, Dietrich and Schimmel",2248735346244816,2020-08-18 00:44:50,1067.0730615,1,64,11791085.8334309,31,6103673.2572857,62
"fraud_Wintheiser, Dietrich and Schimmel",676102124465,2020-12-21 06:04:20,4482.53024154,1,64,11791085.8334309,31,6103673.2572857,62
"fraud_Wintheiser, Dietrich and Schimmel",4067137330196900,2020-12-31 19:44:45,22188.322388940003,1,64,11791085.8334309,31,6103673.2572857,62
"fraud_Wintheiser, Dietrich and Schimmel",5359543825610251,2020-12-08 17:28:37,1381240.6552198802,0,64,11791085.8334309,31,6103673.2572857,62
"fraud_Wintheiser, Dietrich and Schimmel",3540075240003197,2020-10-03 21:45:10,250619.02599912,1,64,11791085.8334309,31,6103673.2572857,62
"fraud_Wintheiser, Dietrich and Schimmel",375767678113375,2020-12-05 10:04:10,5512.119741,0,64,11791085.8334309,31,6103673.2572857,62
"fraud_Wintheiser, Dietrich and Schimmel",30026790933302,2020-12-22 01:45:46,177463.82704526,0,64,11791085.8334309,31,6103673.2572857,62
"fraud_Wintheiser, Dietrich and Schimmel",6011860238257910,2020-09-04 10:36:25,7293.66893428,1,64,11791085.8334309,31,6103673.2572857,62
"fraud_Wintheiser, Dietrich and Schimmel",180031190491743,2020-08-31 07:37:08,16294.1401845,1,64,11791085.8334309,31,6103673.2572857,62
"fraud_Wintheiser, Dietrich and Schimmel",561942763351,2020-07-06 07:42:39,129483.20391342,1,64,11791085.8334309,31,6103673.2572857,62
"fraud_Wintheiser, Dietrich and Schimmel",30360260465747,2020-07-18 10:58:49,1167644.43369312,0,64,11791085.8334309,31,6103673.2572857,62
"fraud_Wintheiser, Dietrich and Schimmel",4277232699798846,2020-07-21 11:08:47,1702.07973,0,64,11791085.8334309,31,6103673.2572857,62
"fraud_Wintheiser, Dietrich and Schimmel",3500969075198072,2020-12-11 21:52:18,39446.788819500005,1,64,11791085.8334309,31,6103673.2572857,62
"fraud_Wintheiser, Dietrich and Schimmel",630424987505,2020-12-24 17:32:01,1074298.28739324,1,64,11791085.8334309,31,6103673.2572857,62
"fraud_Wintheiser, Dietrich and Schimmel",630424987505,2020-12-15 23:10:03,761.5715715,1,64,11791085.8334309,31,6103673.2572857,62
"fraud_Wintheiser, Dietrich and Schimmel",2285066385084291,2020-07-04 19:01:05,153559.9468884,0,64,11791085.8334309,31,6103673.2572857,62
"fraud_Wintheiser, Dietrich and Schimmel",571365235126,2020-07-12 13:29:45,8938.100736,1,64,11791085.8334309,31,6103673.2572857,62
"fraud_Wintheiser, Dietrich and Schimmel",4586810168620942,2020-12-13 22:14:33,484338.15865954006,1,64,11791085.8334309,31,6103673.2572857,62
"fraud_Wintheiser, Dietrich and Schimmel",3567697931646329,2020-10-05 17:05:34,14024.55006264,1,64,11791085.8334309,31,6103673.2572857,62
"fraud_Wintheiser, Dietrich and Schimmel",3597980945245815,2020-12-22 01:14:31,111198.12434226001,0,64,11791085.8334309,31,6103673.2572857,62
"fraud_Wintheiser, Dietrich and Schimmel",4223708906367574214,2020-10-29 01:57:40,7871.0276745,1,64,11791085.8334309,31,6103673.2572857,62
"fraud_Wintheiser, Dietrich and Schimmel",4344955088481397,2020-10-17 11:02:18,164424.44683596,0,64,11791085.8334309,31,6103673.2572857,62
"fraud_Wintheiser, Dietrich and Schimmel",3589289942931264,2020-07-19 13:49:16,1248.191802,1,64,11791085.8334309,31,6103673.2572857,62
"fraud_Wintheiser, Dietrich and Schimmel",3502377050801561,2020-11-05 09:49:30,41940.5057253,0,64,11791085.8334309,31,6103673.2572857,62
"fraud_Wintheiser, Dietrich and Schimmel",2291163933867244,2020-12-07 03:58:53,473239.80163902,0,64,11791085.8334309,31,6103673.2572857,62
"fraud_Wintheiser, Dietrich and Schimmel",4550599031376731,2020-06-22 00:51:39,1391.23030462,0,64,11791085.8334309,31,6103673.2572857,62
"fraud_Wintheiser, Dietrich and Schimmel",4607072969078276,2020-12-14 21:49:30,6840.330601600001,0,64,11791085.8334309,31,6103673.2572857,62
"fraud_Wintheiser, Dietrich and Schimmel",6011542681743618,2020-11-09 22:11:52,439106.47255646,1,64,11791085.8334309,31,6103673.2572857,62
"fraud_Wintheiser, Dietrich and Schimmel",4601636330889,2020-07-24 16:44:46,140556.17103918002,0,64,11791085.8334309,31,6103673.2572857,62
"fraud_Wintheiser, Dietrich and Schimmel",4482427013979020,2020-08-02 10:06:10,1610.429283,0,64,11791085.8334309,31,6103673.2572857,62
"fraud_Wintheiser, Dietrich and Schimmel",6011679934075347,2020-08-17 21:56:23,2831.85340112,0,64,11791085.8334309,31,6103673.2572857,62
"fraud_Wintheiser, Dietrich and Schimmel",4623560839669,2020-11-30 08:51:06,30097.454647040002,0,64,11791085.8334309,31,6103673.2572857,62
"fraud_Wintheiser, Dietrich and Schimmel",3546674063249004,2020-07-07 20:26:07,18810.909154400004,0,64,11791085.8334309,31,6103673.2572857,62
"fraud_Wintheiser, Dietrich and Schimmel",4384910379661778,2020-11-09 09:33:32,33560.3720141,0,64,11791085.8334309,31,6103673.2572857,62
"fraud_Wintheiser, Dietrich and Schimmel",6011626928491360,2020-10-05 10:13:28,53524.07397324,0,64,11791085.8334309,31,6103673.2572857,62
"fraud_Wintheiser, Dietrich and Schimmel",4745996322265,2020-08-17 18:18:43,39010.3581195,1,64,11791085.8334309,31,6103673.2572857,62
"fraud_Wintheiser, Dietrich and Schimmel",30442439074871,2020-12-22 04:58:23,11238.090525,0,64,11791085.8334309,31,6103673.2572857,62
"fraud_Wintheiser, Dietrich and Schimmel",4710826438164847414,2020-10-12 00:48:35,4675.85096464,1,64,11791085.8334309,31,6103673.2572857,62
"fraud_Wintheiser, Dietrich and Schimmel",4500002361389,2020-08-09 04:15:08,1263.4668765000001,1,64,11791085.8334309,31,6103673.2572857,62
"fraud_Wintheiser, Dietrich and Schimmel",180056173248083,2020-07-21 15:34:56,1579.879134,0,64,11791085.8334309,31,6103673.2572857,62
"fraud_Wintheiser, Dietrich and Schimmel",3528231451607350,2020-10-13 07:28:36,5710.695709500001,0,64,11791085.8334309,31,6103673.2572857,62
"fraud_Wintheiser, Dietrich and Schimmel",2252055259910912,2020-12-15 04:24:19,142287.04905324,0,64,11791085.8334309,31,6103673.2572857,62
"fraud_Wintheiser, Dietrich and Schimmel",36721445180895,2020-06-27 02:51:11,595.7279055,0,64,11791085.8334309,31,6103673.2572857,62
"fraud_Wintheiser, Dietrich and Schimmel",4446368897795790,2020-11-11 00:00:04,138302.9343511,0,64,11791085.8334309,31,6103673.2572857,62
"fraud_Wintheiser, Dietrich and Schimmel",4740713119940984,2020-11-16 11:44:24,715.746348,0,64,11791085.8334309,31,6103673.2572857,62
"fraud_Wintheiser, Dietrich and Schimmel",4740713119940984,2020-11-16 11:44:24,715.746348,0,64,11791085.8334309,31,6103673.2572857,62
fraud_Mosciski Group,571465035400,2020-12-21 17:34:07,102137.87672100001,1,41,8089209.47123164,23,3141536.2924183602,41
fraud_Mosciski Group,36485887555770,2020-08-20 16:36:40,1374.76604066,1,41,8089209.47123164,23,3141536.2924183602,41
fraud_Mosciski Group,3576431665303017,2020-08-19 12:45:35,22723.32162048,1,41,8089209.47123164,23,3141536.2924183602,41
fraud_Mosciski Group,4393520897625,2020-08-09 13:05:31,2516519.10649308,0,41,8089209.47123164,23,3141536.2924183602,41
fraud_Mosciski Group,4715741951931168360,2020-12-23 18:41:11,42239.04146488001,1,41,8089209.47123164,23,3141536.2924183602,41
fraud_Mosciski Group,3535808924394848,2020-12-13 12:34:57,2178376.55292582,1,41,8089209.47123164,23,3141536.2924183602,41
fraud_Mosciski Group,4311368326621416041,2020-12-10 18:13:21,14734.653863279998,0,41,8089209.47123164,23,3141536.2924183602,41
fraud_Mosciski Group,3576021480694169,2020-12-01 19:15:47,392.78763000000004,1,41,8089209.47123164,23,3141536.2924183602,41
fraud_Mosciski Group,4904681492230012,2020-06-22 23:25:04,1560.2397525000001,1,41,8089209.47123164,23,3141536.2924183602,41
fraud_Mosciski Group,3534330126107879,2020-09-21 12:56:24,412561.52630968,1,41,8089209.47123164,23,3141536.2924183602,41
fraud_Mosciski Group,4292902571056973207,2020-09-15 23:21:47,5252.10020324,1,41,8089209.47123164,23,3141536.2924183602,41
fraud_Mosciski Group,3543299015720986,2020-06-23 14:39:41,42239.04146488001,0,41,8089209.47123164,23,3141536.2924183602,41
fraud_Mosciski Group,30074693890476,2020-11-11 14:28:51,13625.116674779998,0,41,8089209.47123164,23,3141536.2924183602,41
fraud_Mosciski Group,376445266762684,2020-12-04 13:54:01,953.6010795000001,1,41,8089209.47123164,23,3141536.2924183602,41
fraud_Mosciski Group,3568736585751727,2020-10-06 20:41:40,102425.920983,1,41,8089209.47123164,23,3141536.2924183602,41
fraud_Mosciski Group,3545109339866548,2020-12-06 19:22:49,4050.20893416,1,41,8089209.47123164,23,3141536.2924183602,41
fraud_Mosciski Group,4610050989831291,2020-12-12 14:53:17,114741.99533700001,1,41,8089209.47123164,23,3141536.2924183602,41
fraud_Mosciski Group,4755696071492,2020-12-03 23:49:17,4906.35066008,1,41,8089209.47123164,23,3141536.2924183602,41
fraud_Mosciski Group,2222157926772399,2020-10-06 15:14:29,351.32671350000004,0,41,8089209.47123164,23,3141536.2924183602,41
fraud_Mosciski Group,6011652924285713,2020-09-18 14:59:58,4190.15517782,1,41,8089209.47123164,23,3141536.2924183602,41
fraud_Mosciski Group,676118385837,2020-12-31 20:58:26,1177.19487314,0,41,8089209.47123164,23,3141536.2924183602,41
fraud_Mosciski Group,343746486082492,2020-07-13 17:35:01,2206.21137064,0,41,8089209.47123164,23,3141536.2924183602,41
fraud_Mosciski Group,581293083266,2020-09-29 20:13:53,2023968.3208809202,0,41,8089209.47123164,23,3141536.2924183602,41
fraud_Mosciski Group,180084576295055,2020-08-04 20:55:59,1747.9049535,1,41,8089209.47123164,23,3141536.2924183602,41
fraud_Mosciski Group,6011104316292105,2020-07-28 18:09:51,25309.22322592,1,41,8089209.47123164,23,3141536.2924183602,41
fraud_Mosciski Group,3511378610369890,2020-08-25 14:47:49,41555.00840472001,1,41,8089209.47123164,23,3141536.2924183602,41
fraud_Mosciski Group,30328384440870,2020-12-28 18:14:39,30001.885577039997,0,41,8089209.47123164,23,3141536.2924183602,41
fraud_Mosciski Group,4427805710168,2020-10-26 13:31:04,30225.710845820002,1,41,8089209.47123164,23,3141536.2924183602,41
fraud_Mosciski Group,3525590521269779,2020-10-28 14:08:40,29025.492851159997,1,41,8089209.47123164,23,3141536.2924183602,41
fraud_Mosciski Group,3583793405872580,2020-08-07 16:38:06,215294.59605653997,0,41,8089209.47123164,23,3141536.2924183602,41
fraud_Mosciski Group,213153151785052,2020-11-14 12:50:06,13536.3536997,0,41,8089209.47123164,23,3141536.2924183602,41
fraud_Mosciski Group,3589255887819806,2020-08-23 13:41:10,8166.19370736,1,41,8089209.47123164,23,3141536.2924183602,41
fraud_Mosciski Group,571844099986,2020-09-13 19:50:38,2088.3208995,1,41,8089209.47123164,23,3141536.2924183602,41
fraud_Mosciski Group,6506116513503136,2020-08-03 20:35:13,521.5346865,0,41,8089209.47123164,23,3141536.2924183602,41
fraud_Mosciski Group,4710826438164847414,2020-07-05 15:30:57,5531.99269056,1,41,8089209.47123164,23,3141536.2924183602,41
fraud_Mosciski Group,30263540414123,2020-09-23 19:53:59,9985.8346965,0,41,8089209.47123164,23,3141536.2924183602,41
fraud_Mosciski Group,3513506355699497,2020-12-14 12:01:51,37147.30507097999,0,41,8089209.47123164,23,3141536.2924183602,41
fraud_Mosciski Group,371985236239474,2020-06-23 15:25:08,586.9992915,0,41,8089209.47123164,23,3141536.2924183602,41
fraud_Mosciski Group,2713913904780408,2020-11-04 17:59:49,676.467585,0,41,8089209.47123164,23,3141536.2924183602,41
fraud_Mosciski Group,30092964733035,2020-08-22 16:02:05,23078.3735208,0,41,8089209.47123164,23,3141536.2924183602,41
fraud_Mosciski Group,30143713661454,2020-12-27 23:57:34,2022.8562944999999,0,41,8089209.47123164,23,3141536.2924183602,41
"fraud_Turcotte, Batz and Buckridge",571465035400,2020-10-31 21:16:05,16490.5339995,1,76,11237212.55464554,38,6105178.31036282,73
"fraud_Turcotte, Batz and Buckridge",2254799658404120,2020-12-14 21:44:22,43804.52820197999,0,76,11237212.55464554,38,6105178.31036282,73
"fraud_Turcotte, Batz and Buckridge",4512828414983801773,2020-10-09 13:43:30,10186.292538,1,76,11237212.55464554,38,6105178.31036282,73
"fraud_Turcotte, Batz and Buckridge",4681699462969,2020-11-30 18:54:30,187600.54783158,1,76,11237212.55464554,38,6105178.31036282,73
"fraud_Turcotte, Batz and Buckridge",630423337322,2020-12-10 14:19:34,2179.9713465,1,76,11237212.55464554,38,6105178.31036282,73
"fraud_Turcotte, Batz and Buckridge",3595192916105588,2020-10-26 23:12:14,398013.18025872,1,76,11237212.55464554,38,6105178.31036282,73
"fraud_Turcotte, Batz and Buckridge",3557442674264531,2020-07-22 22:04:06,111086.86331262,0,76,11237212.55464554,38,6105178.31036282,73
"fraud_Turcotte, Batz and Buckridge",3557442674264531,2020-12-28 20:44:24,71187.90601415999,0,76,11237212.55464554,38,6105178.31036282,73
"fraud_Turcotte, Batz and Buckridge",6596735789587928,2020-12-21 16:48:40,3012.9603046800003,0,76,11237212.55464554,38,6105178.31036282,73
"fraud_Turcotte, Batz and Buckridge",4464457352619,2020-08-02 13:10:38,2112.324588,1,76,11237212.55464554,38,6105178.31036282,73
"fraud_Turcotte, Batz and Buckridge",180011453250192,2020-07-16 15:17:35,328720.63747314,1,76,11237212.55464554,38,6105178.31036282,73
"fraud_Turcotte, Batz and Buckridge",375248307838179,2020-12-08 21:41:47,6042.38487332,0,76,11237212.55464554,38,6105178.31036282,73
"fraud_Turcotte, Batz and Buckridge",4908846471916297,2020-12-18 16:25:20,125434.56240684,1,76,11237212.55464554,38,6105178.31036282,73
"fraud_Turcotte, Batz and Buckridge",30561214688470,2020-10-17 20:31:34,95597.72416115999,1,76,11237212.55464554,38,6105178.31036282,73
"fraud_Turcotte, Batz and Buckridge",4792627764422477317,2020-07-18 18:44:45,79753.53310937999,1,76,11237212.55464554,38,6105178.31036282,73
"fraud_Turcotte, Batz and Buckridge",4658117080136,2020-12-07 19:31:07,20242.812538820002,0,76,11237212.55464554,38,6105178.31036282,73
"fraud_Turcotte, Batz and Buckridge",4836998673805450,2020-08-27 14:51:20,62760.03326968,1,76,11237212.55464554,38,6105178.31036282,73
"fraud_Turcotte, Batz and Buckridge",4836998673805450,2020-07-26 18:57:03,262155.67030632,1,76,11237212.55464554,38,6105178.31036282,73
"fraud_Turcotte, Batz and Buckridge",4292902571056973207,2020-11-08 18:18:07,4702.727288600001,1,76,11237212.55464554,38,6105178.31036282,73
"fraud_Turcotte, Batz and Buckridge",30131826429364,2020-12-01 17:37:15,204483.13292158,1,76,11237212.55464554,38,6105178.31036282,73
"fraud_Turcotte, Batz and Buckridge",376445266762684,2020-12-16 21:56:09,28474.944518820004,1,76,11237212.55464554,38,6105178.31036282,73
"fraud_Turcotte, Batz and Buckridge",6592243974328236,2020-12-31 16:07:28,119785.63487046,0,76,11237212.55464554,38,6105178.31036282,73
"fraud_Turcotte, Batz and Buckridge",3559160581764413,2020-11-15 13:04:20,61008.330103780005,1,76,11237212.55464554,38,6105178.31036282,73
"fraud_Turcotte, Batz and Buckridge",4900628639996,2020-11-07 23:56:31,132833.79220722,1,76,11237212.55464554,38,6105178.31036282,73
"fraud_Turcotte, Batz and Buckridge",4424338559877976,2020-12-06 13:47:38,929.5973909999999,1,76,11237212.55464554,38,6105178.31036282,73
"fraud_Turcotte, Batz and Buckridge",30434173205605,2020-12-07 17:20:04,10800.55715776,0,76,11237212.55464554,38,6105178.31036282,73
"fraud_Turcotte, Batz and Buckridge",30266994494236,2020-08-01 23:14:27,74797.15117028,0,76,11237212.55464554,38,6105178.31036282,73
"fraud_Turcotte, Batz and Buckridge",6539653032686894,2020-08-04 20:58:38,36747.87168311999,1,76,11237212.55464554,38,6105178.31036282,73
"fraud_Turcotte, Batz and Buckridge",4683638447911,2020-07-05 18:20:46,328511.77077108,0,76,11237212.55464554,38,6105178.31036282,73
"fraud_Turcotte, Batz and Buckridge",2242542703101233,2020-09-20 12:39:18,1215.4594995,1,76,11237212.55464554,38,6105178.31036282,73
"fraud_Turcotte, Batz and Buckridge",6011305591981276,2020-07-13 21:45:24,13808.917401980001,1,76,11237212.55464554,38,6105178.31036282,73
"fraud_Turcotte, Batz and Buckridge",213126662687660,2020-11-28 22:17:21,20544.9752025,1,76,11237212.55464554,38,6105178.31036282,73
"fraud_Turcotte, Batz and Buckridge",567868110212,2020-12-30 21:54:05,481805.42873424,1,76,11237212.55464554,38,6105178.31036282,73
"fraud_Turcotte, Batz and Buckridge",213178765398315,2020-12-18 20:44:13,86898.95260332,1,76,11237212.55464554,38,6105178.31036282,73
"fraud_Turcotte, Batz and Buckridge",4292743669224718067,2020-08-30 18:35:50,298554.26668158,0,76,11237212.55464554,38,6105178.31036282,73
"fraud_Turcotte, Batz and Buckridge",3554818239968984,2020-12-03 19:05:13,338408.84249249997,0,76,11237212.55464554,38,6105178.31036282,73
"fraud_Turcotte, Batz and Buckridge",346273234529002,2020-12-21 23:48:16,50026.666042460005,1,76,11237212.55464554,38,6105178.31036282,73
"fraud_Turcotte, Batz and Buckridge",348789608637806,2020-12-06 15:44:21,79347.83497856,0,76,11237212.55464554,38,6105178.31036282,73
"fraud_Turcotte, Batz and Buckridge",36153880429415,2020-11-27 21:27:56,883.7721674999999,1,76,11237212.55464554,38,6105178.31036282,73
"fraud_Turcotte, Batz and Buckridge",4449530933957323,2020-08-28 13:36:03,50956.8969562,0,76,11237212.55464554,38,6105178.31036282,73
"fraud_Turcotte, Batz and Buckridge",372509258176510,2020-12-08 21:58:05,880218.04238082,1,76,11237212.55464554,38,6105178.31036282,73
"fraud_Turcotte, Batz and Buckridge",30082025922891,2020-12-30 17:17:03,124964.28967798,1,76,11237212.55464554,38,6105178.31036282,73
"fraud_Turcotte, Batz and Buckridge",3575789281659026,2020-08-13 13:19:34,87000.45483910001,1,76,11237212.55464554,38,6105178.31036282,73
"fraud_Turcotte, Batz and Buckridge",4642255475285942,2020-07-18 15:52:04,31323.2621839,1,76,11237212.55464554,38,6105178.31036282,73
"fraud_Turcotte, Batz and Buckridge",30501624614310,2020-12-28 19:06:53,111752.58562571999,1,76,11237212.55464554,38,6105178.31036282,73
"fraud_Turcotte, Batz and Buckridge",30235438713303,2020-07-24 18:22:42,497383.33086077997,1,76,11237212.55464554,38,6105178.31036282,73
"fraud_Turcotte, Batz and Buckridge",30238755902988,2020-09-24 16:35:11,16554.29485242,1,76,11237212.55464554,38,6105178.31036282,73
"fraud_Turcotte, Batz and Buckridge",3518669219150142,2020-06-29 19:50:22,75225.22203324,1,76,11237212.55464554,38,6105178.31036282,73
"fraud_Turcotte, Batz and Buckridge",6011388901471808,2020-08-12 16:20:27,40426.575741,1,76,11237212.55464554,38,6105178.31036282,73
"fraud_Turcotte, Batz and Buckridge",4355790796238264643,2020-12-11 20:13:50,2691.9071574600002,0,76,11237212.55464554,38,6105178.31036282,73
